"","Eli_repA_tech1.sorted.bam","Eli_repB_tech1.2.sorted.bam","Eli_repC_tech1.sorted.bam","Elizabeth_repA_tech1.sorted.bam","Elizabeth_repB_tech1.2.sorted.bam","Elizabeth_repC_tech1.sorted.bam","Eric_repA_tech1.sorted.bam","Eric_repB_tech1.2.sorted.bam","Eric_repC_tech1.sorted.bam","Ethan_repA_tech1.sorted.bam","Ethan_repB_tech1.2.sorted.bam","Ethan_repC_tech1.sorted.bam"
"NR_024335",0,0,0,0,0,0,0,0,0,0,0,1
"NR_024344",60,26,178,52,11,11,62,8,17,70,13,53
"NR_024347",0,0,2,3,0,0,0,0,0,0,0,3
"NR_024348",54,67,106,30,42,4,71,30,16,57,57,55
"NR_024351",0,0,0,1,0,0,0,0,0,0,0,1
"NR_024354",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024355",6,23,9,5,9,2,12,6,6,5,18,11
"NR_024357",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024360",6,1,14,43,84,34,24,16,20,0,0,5
"NR_024361",39,40,83,19,23,10,34,19,33,35,17,32
"NR_024366",0,0,0,0,0,0,2,1,1,1,0,0
"NR_024367",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024368",1635,507,3199,1355,460,701,1614,292,788,1475,428,1629
"NR_024369",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024370",2,4,1,0,7,0,0,2,1,0,2,0
"NR_024374",286,276,406,280,549,209,478,380,228,462,304,477
"NR_024376",1,0,2,0,0,0,1,1,2,0,0,0
"NR_024378",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024380",3,1,1,1,0,2,3,2,3,4,2,2
"NR_024386",318,291,522,209,381,103,246,214,123,288,366,349
"NR_024389",4,1,12,2,0,6,9,0,4,7,0,3
"NR_024391",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024394",0,1,0,0,0,0,0,1,1,0,0,0
"NR_024397",286,122,468,254,125,63,234,94,136,309,121,235
"NR_024398",13,21,29,4,11,0,2,4,2,14,11,5
"NR_024402",117,111,315,57,121,37,95,98,54,105,118,103
"NR_024403",98,84,232,96,91,45,51,51,25,290,190,132
"NR_024406",0,0,0,0,2,0,0,0,0,0,0,0
"NR_024417",2,0,0,0,2,0,0,1,1,2,2,1
"NR_024419",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024420",1,3,0,1,0,0,0,4,0,5,2,1
"NR_024421",5,1,7,1,1,0,0,1,0,0,3,1
"NR_024423",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024429",2,2,4,2,0,2,3,0,7,4,3,2
"NR_024433",759,487,1380,318,272,113,221,94,84,677,277,400
"NR_024434",49,30,97,36,33,13,45,34,44,51,35,45
"NR_024439",0,1,0,0,0,0,0,0,0,0,0,0
"NR_024441",0,0,0,0,0,0,0,1,0,0,0,0
"NR_024442",2,0,4,2,2,1,4,0,2,2,1,3
"NR_024443",0,1,0,1,1,0,1,0,2,0,0,0
"NR_024448",375,423,866,254,453,196,342,310,209,305,672,447
"NR_024452",5,2,18,2,4,1,0,2,3,4,0,4
"NR_024453",29,40,51,26,19,14,10,17,6,25,22,36
"NR_024455",10,11,36,2,2,3,0,3,9,12,8,17
"NR_024457",0,0,1,0,0,0,0,0,0,0,0,2
"NR_024458",405,184,910,274,150,144,516,175,294,523,132,432
"NR_024461",7,13,33,2,7,0,16,5,1,10,5,6
"NR_024464",185,209,440,130,112,47,150,78,101,186,143,240
"NR_024467",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024468",0,0,0,1,0,0,0,0,0,1,0,0
"NR_024469",9,11,34,7,11,5,1,9,16,12,10,13
"NR_024470",0,1,8,0,1,0,0,2,1,0,0,3
"NR_024471",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024472",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024473",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024475",0,0,0,0,0,0,0,2,0,0,0,0
"NR_024477",69,56,201,72,43,9,83,22,23,106,28,52
"NR_024478",0,0,1,0,1,0,0,1,0,0,0,3
"NR_024480",11,8,15,15,24,1,9,3,0,5,10,6
"NR_024481",0,0,0,0,0,0,0,0,0,0,0,0
"NR_024482",2,1,0,11,6,3,4,1,5,2,3,6
"NR_024484",177,200,521,181,152,55,250,119,93,254,191,181
"NR_024490",303,284,816,498,448,161,391,184,247,557,525,654
"NR_024492",151,26,310,136,53,103,211,21,92,290,47,248
"NR_024494",7,2,11,4,4,13,6,8,5,10,0,4
"NR_024495",560,300,1125,551,290,137,522,207,318,621,342,468
"NR_024496",21,12,16,7,7,2,9,7,8,14,16,9
"NR_024497",258,136,436,196,150,79,250,50,116,236,183,189
"NR_024498",16,10,13,10,5,7,4,3,4,6,4,11
"NR_024504",0,0,2,0,0,0,1,0,0,0,0,0
"NR_024507",19,0,18,1,2,1,21,1,7,20,5,9
"NR_024522",203,198,518,191,166,43,260,132,139,282,241,250
"NR_024524",0,0,5,1,0,0,1,0,10,0,0,2
"NR_024529",141,164,355,198,143,39,180,115,153,168,134,157
"NR_024532",661,618,1385,710,871,254,770,434,251,1007,745,643
"NR_024537",17,26,86,43,52,5,16,13,7,1,1,1
"NR_024538",215,205,465,301,294,120,226,104,119,181,147,180
"NR_024540",815,1457,1729,613,941,327,727,752,441,728,717,662
"NR_024542",193,473,533,119,340,60,99,179,80,250,309,148
"NR_024546",1079,865,1952,984,953,296,1177,544,405,1419,852,862
"NR_024552",74,137,205,99,190,86,88,93,52,162,176,229
"NR_024553",1,0,12,0,1,0,0,1,2,0,0,3
"NR_024561",1,0,1,3,3,0,0,1,0,0,0,0
"NR_024562",0,0,2,0,0,0,0,0,0,0,0,0
"NR_024563",0,0,0,0,0,0,0,0,0,0,0,1
"NR_024564",0,0,2,0,0,0,0,0,0,0,0,0
"NR_024565",213,190,659,314,251,64,246,134,159,290,280,299
"NR_024567",139,159,299,74,122,35,139,80,76,145,106,111
"NR_024580",79,63,136,38,32,34,38,34,46,81,37,82
"NR_024583",0,0,3,0,0,0,0,1,0,0,0,0
"NR_024584",84,70,273,60,66,33,98,40,35,76,64,51
"NR_024586",403,341,841,274,345,98,452,276,199,401,310,307
"NR_024591",1,0,1,1,0,0,0,2,0,0,0,0
"NR_024593",2,0,2,1,3,0,1,1,0,2,1,0
"NR_024595",9,4,34,8,4,2,8,8,8,7,6,7
"NR_024598",188,158,436,140,133,42,153,99,69,247,128,164
"NR_024603",244,879,543,216,744,98,268,410,118,358,759,306
"NR_024604",0,0,0,0,0,0,1,0,0,1,0,0
"NR_024610",1972,3255,4651,1885,3270,811,2135,1840,700,2896,3978,1613
"NR_024617",0,0,1,1,1,0,13,1,0,0,2,3
"NR_024618",45,12,93,43,9,11,38,9,17,30,12,31
"NR_024623",39,23,67,39,16,6,24,24,19,47,21,55
"NR_024873",159,92,219,125,88,35,127,67,38,140,85,105
"NR_026052",225,352,494,182,323,91,220,253,90,285,333,189
"NR_026542",0,2,0,0,0,0,0,3,0,0,0,0
"NR_026544",65,119,89,27,50,16,67,65,12,71,113,26
"NR_026555",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026556",4,0,14,0,0,0,0,1,1,0,2,5
"NR_026558",35,3,51,1,0,1,19,5,25,2,2,2
"NR_026564",1,11,5,1,4,0,0,4,0,0,1,4
"NR_026567",0,1,2,1,0,1,0,2,0,2,0,0
"NR_026576",1,0,0,0,0,0,0,0,0,0,0,0
"NR_026578",115,80,210,203,119,50,73,35,35,85,31,81
"NR_026580",1627,975,2296,1305,1217,566,1437,846,466,2140,1208,1547
"NR_026581",1111,1246,2080,845,980,450,1227,570,480,1685,904,1053
"NR_026587",17,19,22,9,19,0,0,7,0,6,8,2
"NR_026592",407,294,778,364,373,92,437,205,177,424,303,422
"NR_026597",37,18,46,15,7,0,15,10,9,14,7,16
"NR_026646",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026649",87,74,198,110,123,44,98,56,70,103,110,98
"NR_026655",3,0,8,6,6,2,6,0,0,8,0,4
"NR_026656",2,5,4,0,0,0,0,0,0,5,16,5
"NR_026659",49,19,138,60,48,9,61,12,43,77,27,57
"NR_026661",2,1,0,1,1,0,0,0,0,1,0,0
"NR_026670",1,0,0,0,1,0,0,3,3,0,3,0
"NR_026677",588,318,1164,490,435,126,824,310,423,640,321,474
"NR_026678",72,88,154,34,63,31,65,61,37,54,71,58
"NR_026679",1,2,3,1,0,0,3,0,0,3,2,1
"NR_026680",347,329,843,303,395,161,414,213,226,397,322,387
"NR_026681",0,0,0,0,2,0,0,0,0,0,0,0
"NR_026682",3,1,10,2,1,3,1,1,4,3,8,13
"NR_026691",396,733,875,217,644,132,428,443,140,605,694,409
"NR_026697",1243,2195,2750,990,2354,548,1166,1302,567,1566,1949,1012
"NR_026698",1123,739,2199,1146,753,305,1344,515,556,1183,645,907
"NR_026706",0,0,0,1,0,0,0,0,0,0,0,0
"NR_026713",16,6,30,17,12,1,9,4,1,9,11,8
"NR_026714",27,3,61,26,16,3,5,4,1,16,11,19
"NR_026719",3,6,27,14,14,13,18,8,7,10,21,10
"NR_026722",528,701,1253,487,839,189,524,429,222,646,892,498
"NR_026730",9,6,13,10,5,2,4,1,1,19,11,12
"NR_026732",7,10,39,2,5,4,0,2,0,0,0,0
"NR_026740",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026743",0,0,1,0,0,0,1,0,1,1,0,0
"NR_026744",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026745",426,339,1300,439,388,69,578,370,350,643,493,588
"NR_026749",0,0,0,0,0,0,0,0,0,0,0,2
"NR_026751",91,75,164,87,71,12,90,64,34,82,73,61
"NR_026752",226,151,405,176,151,117,234,130,119,242,114,208
"NR_026755",4,0,10,8,6,1,1,0,0,6,0,0
"NR_026756",9,2,73,5,4,0,3,0,0,9,2,8
"NR_026757",4005,2459,10169,4451,3275,890,5381,2229,2656,5268,3209,4026
"NR_026758",6,7,15,1,6,0,10,2,9,7,4,9
"NR_026759",9,0,18,14,1,10,18,0,2,9,1,6
"NR_026760",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026761",66,69,127,99,118,24,127,83,25,148,152,91
"NR_026762",239,152,455,123,85,69,197,70,63,163,94,178
"NR_026763",1,0,0,2,0,0,0,0,1,1,3,0
"NR_026764",2,1,0,0,1,0,0,0,0,0,0,0
"NR_026765",0,0,0,3,1,2,0,0,0,1,1,1
"NR_026767",0,0,6,0,0,0,0,0,0,0,0,1
"NR_026773",2,1,2,0,0,0,4,0,0,0,2,0
"NR_026775",1,1,8,3,3,0,1,4,2,1,7,2
"NR_026777",271,165,886,465,340,98,320,201,234,354,257,415
"NR_026783",0,0,0,0,0,0,0,0,0,2,0,1
"NR_026788",22,22,60,29,25,8,55,30,24,58,44,29
"NR_026790",322,289,614,337,318,83,468,226,187,238,255,276
"NR_026793",8,6,5,6,6,0,1,4,0,7,2,4
"NR_026794",3,0,5,2,0,0,1,1,0,0,1,3
"NR_026795",19,5,34,9,5,0,12,3,6,3,2,12
"NR_026797",4,0,5,0,0,0,1,0,2,0,0,3
"NR_026801",0,0,0,0,0,0,0,0,0,1,1,0
"NR_026803",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026804",50,44,93,15,4,2,32,8,23,30,13,22
"NR_026807",3,2,22,0,0,0,4,0,1,0,2,0
"NR_026808",345,57,459,245,83,93,276,49,101,247,36,184
"NR_026815",32,33,43,20,43,10,14,31,2,37,30,14
"NR_026817",2,4,1,0,2,0,2,0,2,0,0,3
"NR_026824",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026825",1,0,0,0,0,2,1,0,2,0,0,0
"NR_026827",0,0,0,0,0,0,0,0,0,0,1,1
"NR_026828",3,0,3,0,0,0,0,0,0,1,0,0
"NR_026830",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026832",1,1,2,1,0,1,1,0,1,0,2,0
"NR_026833",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026834",0,0,0,4,0,1,1,0,0,0,0,0
"NR_026835",21,20,125,51,33,7,24,19,19,31,35,45
"NR_026837",1,0,1,1,0,0,0,0,1,1,0,2
"NR_026839",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026846",658,638,944,661,793,144,725,527,282,832,667,558
"NR_026847",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026850",17,18,39,8,12,3,14,14,7,13,1,13
"NR_026851",5,0,2,1,0,0,3,1,2,3,4,1
"NR_026852",0,0,0,1,0,0,0,0,0,0,0,0
"NR_026856",6,11,34,1,18,1,8,10,7,9,11,17
"NR_026857",1,4,3,2,0,2,4,0,1,1,6,7
"NR_026861",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026863",0,0,0,0,2,0,0,1,0,0,0,0
"NR_026864",3,4,2,0,3,0,7,7,5,9,5,8
"NR_026865",81,87,211,69,68,29,68,36,23,121,96,134
"NR_026867",0,0,0,1,1,0,0,1,0,0,1,4
"NR_026868",0,0,1,8,0,0,0,0,4,1,0,1
"NR_026870",4,0,1,0,1,0,0,0,0,4,3,0
"NR_026873",248,34,474,167,45,85,211,19,117,190,30,203
"NR_026876",1,0,2,2,0,0,0,0,0,1,2,1
"NR_026882",1,3,8,0,0,0,1,0,0,1,0,1
"NR_026883",0,2,0,1,0,0,0,2,0,1,1,0
"NR_026891",361,214,953,327,214,102,411,150,241,354,223,343
"NR_026892",2,1,11,7,1,5,0,3,3,27,25,43
"NR_026893",134,65,312,110,77,47,111,57,70,158,76,122
"NR_026895",452,519,1576,698,773,144,556,425,277,759,699,623
"NR_026897",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026899",215,297,359,204,335,83,313,128,113,291,277,247
"NR_026903",185,134,465,124,106,33,181,101,139,206,114,151
"NR_026904",0,1,5,1,0,0,3,0,1,0,1,2
"NR_026908",0,0,0,0,0,0,1,0,0,0,0,0
"NR_026913",11,37,37,5,14,10,6,2,7,29,22,8
"NR_026914",10,6,13,15,11,13,21,19,6,9,19,13
"NR_026915",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026916",2,3,7,9,7,0,10,5,6,3,3,6
"NR_026920",11,9,12,0,1,1,7,14,3,5,6,3
"NR_026921",140,60,468,172,68,43,193,50,155,168,62,222
"NR_026922",836,1087,1732,570,872,347,747,574,461,842,725,892
"NR_026925",12,11,31,1,8,4,27,13,4,13,18,8
"NR_026928",553,197,1192,512,348,66,713,146,290,595,158,462
"NR_026933",0,0,0,0,0,0,1,0,0,0,0,0
"NR_026934",32,15,41,1,1,0,2,3,1,31,23,26
"NR_026936",0,0,7,0,0,0,0,0,0,0,5,0
"NR_026937",51,116,166,69,110,25,73,79,28,88,77,64
"NR_026938",22,9,65,35,23,8,33,4,18,23,7,18
"NR_026941",9,7,11,2,0,1,8,4,2,9,7,8
"NR_026943",173,182,368,93,152,40,166,110,47,308,303,269
"NR_026946",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026947",1250,601,2004,733,777,403,765,283,327,1198,590,965
"NR_026949",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026950",425,373,746,335,427,197,493,230,269,420,372,425
"NR_026951",37,159,82,29,107,14,51,73,13,29,93,31
"NR_026955",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026956",49,36,118,36,42,20,38,16,24,54,58,54
"NR_026957",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026958",144,96,255,345,233,158,230,107,133,183,95,199
"NR_026961",10,20,35,20,30,4,11,6,3,14,19,9
"NR_026962",64,56,167,68,66,21,101,53,68,106,65,56
"NR_026964",0,0,0,0,0,0,0,0,0,0,0,1
"NR_026965",35,12,71,37,13,11,96,17,37,24,10,30
"NR_026966",102,35,275,106,66,20,197,42,82,109,53,110
"NR_026968",13,8,46,13,5,0,33,7,9,22,13,22
"NR_026969",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026970",178,159,182,470,695,126,323,229,133,231,281,241
"NR_026974",23,34,44,9,11,9,27,12,8,13,21,16
"NR_026978",272,291,511,299,394,97,323,259,123,330,498,291
"NR_026979",1,0,4,0,1,0,0,3,0,1,0,1
"NR_026980",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026981",65,106,155,83,90,16,108,49,65,74,105,79
"NR_026988",1,0,8,0,3,0,0,0,0,5,3,7
"NR_026991",9,7,40,2,14,1,4,7,13,8,3,3
"NR_026992",0,0,0,0,0,0,0,0,0,0,0,0
"NR_026994",6,5,18,3,1,0,2,1,3,3,6,5
"NR_026995",0,0,0,0,0,0,0,0,0,1,0,0
"NR_026999",391,248,604,249,209,132,330,92,155,366,244,286
"NR_027001",314,581,870,102,298,98,265,309,146,203,346,240
"NR_027003",0,0,0,0,2,0,0,0,0,0,0,0
"NR_027005",26,6,41,14,14,8,22,10,15,19,12,30
"NR_027012",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027021",2,1,3,3,0,2,0,1,2,5,3,0
"NR_027024",0,0,14,1,2,1,3,0,2,1,2,3
"NR_027026",46,61,107,54,58,14,45,40,21,86,46,46
"NR_027028",443,747,1067,461,807,168,451,612,203,437,727,446
"NR_027030",0,0,0,0,1,0,0,0,0,0,0,0
"NR_027033",46,62,156,40,91,25,16,30,19,34,61,68
"NR_027034",16,24,43,19,25,9,6,7,2,30,18,28
"NR_027036",3,0,1,2,2,0,0,0,1,0,1,0
"NR_027037",15,37,82,17,39,5,14,53,11,25,34,32
"NR_027039",1,0,0,0,0,0,0,0,0,0,0,0
"NR_027040",66,70,49,39,63,12,55,40,11,57,57,30
"NR_027051",5,32,62,3,32,3,24,16,3,24,26,8
"NR_027053",84,45,170,81,47,23,72,21,51,114,31,59
"NR_027055",23,5,41,10,17,4,20,7,14,12,4,5
"NR_027058",183,157,394,129,136,69,165,111,83,200,157,153
"NR_027060",1,0,0,0,0,0,0,0,2,0,0,0
"NR_027061",6,1,19,12,3,1,0,0,1,5,6,1
"NR_027062",2,0,2,2,0,1,9,0,1,0,0,0
"NR_027064",10,5,53,14,7,6,21,1,11,10,2,6
"NR_027065",0,0,0,0,0,0,0,1,0,0,0,0
"NR_027071",0,0,0,3,0,1,0,0,0,0,0,0
"NR_027072",1,1,1,2,5,1,14,2,0,47,30,9
"NR_027077",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027078",0,0,2,0,0,0,0,0,0,0,0,0
"NR_027079",0,0,0,0,2,0,0,0,0,0,0,0
"NR_027080",0,0,1,0,0,0,0,0,0,0,0,0
"NR_027082",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027083",54,41,103,32,38,27,82,55,57,37,39,64
"NR_027084",0,9,21,0,0,0,0,5,1,7,10,0
"NR_027085",262,113,460,34,18,11,21,3,11,67,37,118
"NR_027087",0,0,1,0,0,0,0,0,1,0,0,1
"NR_027088",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027090",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027091",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027097",1,0,1,0,0,0,1,1,0,0,0,0
"NR_027098",1,1,1,0,0,1,0,0,2,3,0,1
"NR_027103",0,1,0,0,0,0,0,0,0,0,0,0
"NR_027104",3,0,0,0,0,0,0,0,0,1,1,1
"NR_027105",1,0,2,0,0,1,0,0,2,1,0,0
"NR_027106",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027107",0,1,0,7,3,1,5,1,1,2,0,2
"NR_027108",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027110",0,1,2,0,1,0,0,0,0,1,1,1
"NR_027112",0,0,4,1,0,0,1,0,0,0,0,0
"NR_027113",0,1,0,0,0,0,0,0,1,0,0,0
"NR_027116",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027117",0,1,0,0,0,2,6,0,0,1,0,0
"NR_027119",0,0,1,0,0,0,2,0,0,3,0,2
"NR_027120",2,0,2,0,0,0,1,0,0,2,0,1
"NR_027122",1,0,1,0,1,0,0,0,2,46,0,4
"NR_027123",19,16,57,31,23,9,38,11,5,20,14,13
"NR_027124",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027125",379,320,817,396,350,74,468,211,166,487,398,356
"NR_027127",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027128",21,54,51,6,46,13,9,24,8,26,51,25
"NR_027132",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027136",0,0,0,0,0,0,0,0,0,12,2,3
"NR_027138",0,0,0,0,0,0,0,2,0,1,0,0
"NR_027146",0,0,1,0,0,0,2,3,0,1,1,0
"NR_027148",0,0,1,0,0,0,0,0,1,0,0,1
"NR_027156",8,11,1,4,14,5,36,14,17,8,3,10
"NR_027157",180,163,340,118,179,77,179,117,89,163,175,180
"NR_027237",114,94,240,66,81,23,74,70,76,76,112,147
"NR_027238",65,42,93,60,102,12,121,41,17,74,83,104
"NR_027239",63,32,241,50,35,14,141,27,78,93,45,112
"NR_027240",1,0,1,0,0,0,0,0,1,1,0,0
"NR_027242",0,0,0,0,2,0,0,0,2,0,2,1
"NR_027243",4,15,16,0,2,0,6,3,8,11,10,3
"NR_027244",0,0,0,0,0,0,0,0,0,0,0,1
"NR_027245",0,0,2,0,0,0,0,0,0,0,1,0
"NR_027246",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027247",32,173,47,17,89,16,34,124,17,27,74,14
"NR_027248",180,108,549,2,1,2,270,149,165,66,69,104
"NR_027249",79,56,120,61,67,23,60,41,22,75,40,56
"NR_027252",7,5,18,7,9,1,14,2,4,32,36,19
"NR_027253",3,0,6,1,1,0,0,0,1,1,2,4
"NR_027254",0,0,0,0,0,0,0,0,1,3,0,0
"NR_027256",0,0,0,0,0,0,0,0,0,2,0,3
"NR_027257",0,2,18,1,2,1,1,1,0,0,1,2
"NR_027264",2492,1888,4502,1306,1283,779,2132,928,987,2668,1358,1541
"NR_027266",5,5,10,3,4,0,13,6,2,11,6,17
"NR_027269",39,58,93,41,42,9,63,30,30,38,36,53
"NR_027270",0,1,3,20,6,6,1,0,2,16,5,10
"NR_027272",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027275",11,7,8,2,1,1,18,10,10,2,11,7
"NR_027276",0,1,0,0,0,0,0,1,1,1,0,0
"NR_027277",11,9,12,6,9,5,3,11,6,9,13,17
"NR_027278",1,1,1,0,0,0,2,2,0,0,3,2
"NR_027280",1270,2276,1937,896,2397,549,1141,1554,419,1628,2627,1194
"NR_027282",50,39,76,71,49,8,57,36,27,85,50,65
"NR_027287",15,6,31,11,9,3,13,1,0,9,1,6
"NR_027293",534,712,682,995,4016,1412,1199,1511,497,1361,971,576
"NR_027300",0,0,0,0,0,0,0,2,0,0,0,1
"NR_027301",96,45,131,73,69,12,144,41,37,130,57,68
"NR_027309",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027310",0,0,0,0,0,0,0,0,0,0,0,3
"NR_027312",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027318",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027320",0,0,2,0,0,0,1,0,0,2,0,0
"NR_027321",1,0,0,0,0,0,0,0,0,0,0,0
"NR_027331",2,7,3,1,0,0,4,0,0,1,0,4
"NR_027333",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027334",48,50,76,37,50,24,50,43,8,44,28,53
"NR_027335",0,0,0,0,1,0,0,0,0,0,0,0
"NR_027336",0,0,0,1,0,0,0,0,0,0,0,0
"NR_027341",3,3,6,0,2,0,0,1,0,1,0,1
"NR_027346",27,9,103,6,5,8,61,13,56,26,11,52
"NR_027350",983,1099,2511,1172,1475,305,1043,924,421,1305,1296,1013
"NR_027354",100,129,278,118,110,19,196,50,93,154,92,237
"NR_027356",72,41,90,76,68,8,144,39,21,77,61,110
"NR_027358",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027368",217,292,466,167,325,91,195,192,78,322,335,177
"NR_027374",121,79,83,24,30,1,3,8,0,26,15,3
"NR_027378",2,0,14,2,0,0,3,2,0,5,0,2
"NR_027379",1,0,2,0,0,0,0,0,0,0,0,0
"NR_027389",2,1,20,0,1,0,0,1,4,1,2,0
"NR_027391",680,1091,1824,534,971,313,537,616,413,832,897,775
"NR_027392",43,129,147,40,80,20,76,46,36,92,96,59
"NR_027397",150,90,481,220,116,28,179,100,80,214,217,208
"NR_027398",49,112,155,26,75,29,53,49,20,51,98,47
"NR_027404",34,19,76,30,9,18,38,8,19,44,18,56
"NR_027405",2881,3618,4532,2669,4825,924,3276,2567,936,4008,4618,2501
"NR_027406",2983,999,5192,2814,946,1500,3002,516,1173,3857,626,2445
"NR_027409",20990,7163,41315,21366,10499,5909,20237,5773,11050,21953,7393,20375
"NR_027410",20967,7023,40100,21119,9919,5927,20072,4964,10739,20893,6566,19297
"NR_027411",4,4,5,7,0,0,2,0,2,6,2,2
"NR_027412",47,29,88,16,22,19,45,16,28,20,16,49
"NR_027417",0,1,0,0,0,0,2,1,4,0,0,1
"NR_027418",317,223,972,206,138,52,677,206,375,131,76,157
"NR_027426",0,0,1,0,0,0,0,0,0,1,0,0
"NR_027427",316,215,922,311,294,82,402,197,196,346,322,404
"NR_027432",16,11,23,9,5,5,10,4,16,19,29,16
"NR_027434",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027435",50,54,155,58,73,9,78,39,23,80,90,50
"NR_027441",0,0,2,5,2,0,3,0,3,1,0,0
"NR_027442",230,219,406,186,273,73,254,133,87,316,274,267
"NR_027450",28,20,40,19,22,9,10,17,7,35,22,11
"NR_027451",3025,2540,7405,2909,2554,518,3610,1736,1702,4675,2847,2698
"NR_027454",14,16,26,33,11,13,16,4,11,16,3,34
"NR_027460",312,361,617,282,396,141,362,246,174,369,376,333
"NR_027471",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027472",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027481",26,13,65,19,12,7,26,2,17,31,21,72
"NR_027484",0,0,0,0,1,0,0,0,0,1,0,0
"NR_027486",8,3,5,9,5,0,3,3,1,11,1,9
"NR_027487",36,31,130,35,39,26,25,29,29,53,21,53
"NR_027498",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027501",17,11,54,15,6,6,21,9,8,9,17,11
"NR_027503",20,41,20,18,16,6,28,45,8,16,41,25
"NR_027504",38,48,96,36,32,25,69,62,29,37,29,69
"NR_027512",0,1,1,2,1,0,7,1,0,0,0,0
"NR_027513",522,737,1185,473,807,190,527,409,263,637,774,464
"NR_027620",72,33,113,63,27,13,32,21,29,70,38,51
"NR_027622",51,87,125,22,41,8,48,43,18,14,43,26
"NR_027626",106,120,225,54,125,16,187,182,113,192,286,166
"NR_027632",165,260,474,211,332,53,200,254,119,209,391,280
"NR_027634",91,96,294,101,150,19,129,121,56,99,180,137
"NR_027645",10,24,17,6,13,4,10,11,4,15,14,16
"NR_027646",7,22,8,13,10,4,3,16,3,19,18,11
"NR_027654",1,1,3,0,0,0,1,4,0,0,1,0
"NR_027655",744,1199,2248,974,1609,205,898,858,422,1305,2136,1258
"NR_027667",5893,8801,12961,5253,8298,2257,5560,5910,2569,8124,7729,4064
"NR_027671",3000,2523,4431,2661,3280,954,2704,1567,875,3812,2851,2225
"NR_027673",13,44,76,14,14,7,132,42,26,77,87,152
"NR_027679",301,308,957,340,354,156,353,228,215,367,301,339
"NR_027688",1,2,1,3,1,1,8,0,7,4,0,7
"NR_027690",64,41,193,4,3,0,3,0,0,9,11,10
"NR_027691",23,14,61,9,3,11,10,2,7,14,11,15
"NR_027694",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027696",99,47,227,66,30,3,118,28,35,78,46,105
"NR_027701",0,2,0,2,0,0,0,0,0,0,0,1
"NR_027709",4,2,12,7,1,4,3,3,5,2,0,5
"NR_027712",1,7,8,1,4,1,4,1,2,1,9,4
"NR_027716",105,254,295,50,208,35,139,160,66,103,208,89
